reviewId,content,score
a223135a-5cae-4b53-bcef-2425a051c7de,🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩,5
410a18ca-df9b-4d2c-b4a9-984e00b83017,Has a lot of military stuff on here and also like the news break,5
eeff1ee4-cb5e-4cce-b79b-115072a532dd,Not go,1
baa6a458-a590-44b6-9864-897a7ab620ec,Conact my account,5
37ff2a39-a501-4ae8-9c11-42753f04a1c8,Love it,5
b29017bb-9d17-4110-8243-2a4ef13c2215,I'o,3
9228a03a-98f2-4c8b-b59a-d15cc73744a0,The best,5
55876e2b-5ec8-48fa-9b6f-4537c3c350d8,Rana live,5
201fc0c1-568d-40b0-9d7a-5f437801fe1b,Sahanaj Khatyn,1
e047a9e6-2ce9-4880-b815-d51cd6296562,I don't like the app bc I have kids mode but I didn't turn it on and the search bar is gone so all I can watch is recommend videos and I was gonna search gacha edits but there was no search bar😭🙏🦋,1
bc76682f-4e3e-4ff6-a689-2930443864e9,Total Garbage,1
6d4347fe-1a2e-45fd-99a3-05c7ecb34610,pome,5
ec027ffb-1290-4856-866b-783de48e6bf2,Jahangir,5
799d4de3-42d7-4db7-bbc1-6bc6d92b2705,Thanks for the way 😊,1
70d7b316-0484-4a64-8bdf-c50edb41b1b1,Tiktok Nazeeir,3
8312ba1a-8c6c-4362-b5f9-5f4bba8e9558,I HATE THE NEW UPDATE,1
efa6fd65-2a7d-437b-8dc6-e022f68bdd96,nice,5
87994aae-7d3a-48cf-b8ff-e82d41475589,Gd app,5
014bdbac-dbc1-4e2d-b261-58650c9ce7f5,আমার মোবাইল তেকে বার বার টিকটক এপ্স টি কেটে যাই কেন হুম উত্তর ছাই,5
2ba753f4-187f-4361-bc0f-d555bcfc8a49,They want some strangely personal stuff to use their app. Looked again years later. It's the same BS.,1
a1230c22-ed99-42d2-9359-c9e1c44ad736,Nice 👍,5
1c34ef56-106d-479b-a7fe-84edac47f4c9,Good app,5
af9c81f8-b283-4cd8-bc91-1994547eaca6,the app keeps banning me from messages for no reason at all,1
12685213-0135-4da4-b194-a9fab0ef4bee,It's so fun to sing on it if you wanna hear me mine is singing1545,5
af753a17-4854-48f2-800b-5c29be547b0f,I hate it,1
44b55539-9c04-44b2-88c7-17490837feda,Very good,5
f4699922-b567-4b51-9069-86f409cee644,Stupid app,1
0d017c6e-352c-4e93-b985-5d33ea10968e,"On galaxy tab s8, it won't let me follow nor let me switch accounts. And it won't let me search up filters anymore. This app needs to be fixed immediately.",1
4eaacc4d-eb79-4261-9dc3-043600b152ab,Nice,5
26511305-3fc7-414f-a1a5-90d00112078c,sakib,5
1a97cf5a-aca3-4a9f-a839-17e1ceafcd99,Really nice app but there's one problem After i refresh my feed videos of different languages keep popping up on my fyp I've tried searching my preferred content but the algorithm won't pick up. Please tiktok either put a setting that allows you to choose your preferred language for the videos on your fyp or fix this bug,4
4440891f-f075-4bd0-8adf-82acf62c8124,Why i have no filter searching option,1
377e325f-5d9a-4ff1-9dde-8a86aa9a830a,I can't log in to my account,1
47336337-1166-41d8-8364-2f24bd0c68ba,Good,5
51ff71da-5c49-4bcb-8a57-a5dccb3f9691,How you doing to be someone else and get paid for? Could be someone else and get paid for,5
d35d3d80-077c-424a-afa2-937c820d6a72,Fantastic apk🥰🤩,5
bdbff295-9a1b-42e8-a1ed-546d686cab84,"Banned my account for absolutely no reason, the report system is very messed up, it is VERY simple to violate the rules, and whenever I try to make a new account it says ""Maximum attempts reached. Try again later."" even if it was my first attempt. Sometimes it doesn't let me follow people for months.",2
335ff86f-3fc2-412c-af21-4633dfe21849,Love it,5
3b7831c7-3b49-46b9-8c73-4f212b454e75,It's allows you to do want you to use it do,5
d0a29655-3948-46df-b30a-81f1d6332224,It keeps on freezing.,1
1e33f25b-9674-484c-b3d1-9f1fbabbbb07,Mdrajon,5
f5284de6-8933-49d5-a6dc-85cdb3f1a646,Good luck,3
56b7f33e-8d8b-4b4f-b61c-4708b4a75cd3,Good,5
6e19431e-24db-4032-92a2-7c16291144de,Let tiktok to download in my phone,5
8b03c420-9791-42fe-bc97-258c09399c8d,Idk,5
7093140d-aa6b-49ff-a528-564a89b8520b,Videos not viral sri lanka 🙂,1
1b4c0735-ff4c-491f-a33c-952275606ecd,Cool,5
2403660c-2719-45ef-86fb-d90ee06a247a,Gdpoiu,5
cc1fc3d3-9c81-410f-a924-f0b99e187701,This app is so weird AF,1
c068cc51-30a6-4a85-8e74-a3306c3c9d15,HELLO TikTok team I am uploading video for quite long time on TikTok please unfreeze my account azam_saga_0 Thanks 👍 Username:(------) Gmail:(------),2
f8f2a517-e9d1-4a58-aa3c-24f70182a842,Nice,5
6abfe564-1111-42b8-853e-c627aa50795e,Donwloaded nice app,5
70e5ed3f-3f95-41fe-8181-367d3f578355,Good,5
4e3627a3-1af3-4ef6-aa32-8730e9934740,Comments are removed for the dumbest reasons to the point I honestly believe that whoever programmed the moderator bot was huffing glue while setting it up,1
2ea8a357-eb76-48e5-b683-902e7f370193,Sus There's a filter called tez,1
ed203b07-43cb-4085-84f9-0d8fa185416b,nice one,5
75c6974e-22c2-4d5d-b45d-a52b88015bae,I HATE how it lags sometimes🙄 all cause I used the app TOO LONG🤤#salmon,4
2bd1adf1-5a36-440c-b70b-056d7d3256c8,"Getting better, much better! Thank you for dark mode on android. Where is the shop tab that's on iPhone version?",5
2d060c67-8563-4c00-b0c1-f48775540bba,"I can't make an account even though I try to make an account with the birthday of either Jan 7 2000 or Jan 7 2005, it says not eligible. I tried doing it multiple times but nothing has worked. I hope this bug gets fixed, but for now, I can't rate it using the stars so i will give it a 1 for now.",1
48db1963-4cb6-460c-81da-deff169d2e3b,good app,5
481aea34-a13e-4ca8-8cdc-8966288e1315,So bad,1
0dd1f59d-f9fe-49e6-8828-faabb4d8e7b4,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜,5
c82e5ba8-4369-4141-b1c2-229639b78825,I don't wanna watch NSFW ads. TikTok you lost your control I guess,1
7a553e5b-60e5-4a05-a72a-a78dd30659af,Nice,5
f9dcdfec-8bcc-4819-be9f-f4c019a3fd78,"Normally would give a higher rating, but lately my screen freezes between two different videos. Also lately when I share to a friend in FB messenger it doesn't always open for the other party, even though they have a TikTok account... not sure whose end that problem is on, but other friends have complained about this issue too.",1
2cad24c4-5be2-4410-8ea6-ae2c3b173f24,Very nice but crashes most times,5
bf14d7f6-a30c-4a82-b7c2-9b5d72ccb386,App doesn't want to open,1
a0fcaec4-1779-412b-8998-a389ba5d1c0e,It is good but now I can't make more accounts because it think I'm too young even though I'm of age over all it's a 3/5 because also of perverts,3
675f8e86-e1fc-411d-90b9-f53d6cb86260,This is very interesting app Thanks for the app,5
99327210-7969-4804-8761-67e43655e566,"The app is broken, I was about to create new account, and the TikTok is NEW!! I wand old ticktock beck, because you can't search, you can't save the video, you can't even do your account not private.",1
7636fed1-1d8e-4ae9-94ea-1e70dfba5b88,So cool,5
44c5d346-0ebc-4735-8dd7-3a56101c1642,How,1
2cfd9f74-e802-4229-9f3d-61c970d231f6,"this is completely unbelievable, you guys have banned me over something so stupid, all I was doing is DEFENDING myself, I was not trying to cause problems, but not only did you guys ban me on plenty of my accounts, you guys are NOT letting me make a brand new account for what? this is utterly ridiculous, fix this please. This has happened many times before, and I don't like that you guys are not letting me make a new account, I've been using it since 2016 and never once had this happened. FIX IT",2
6e656b0c-cbb2-4500-b177-dfe6a42dea54,ظر و قا بعد شو ٦ بس ىب,5
3890e8f4-a510-4126-9305-0030b97a1d54,Confusing I'm messaged a tic toc thing from friend I goto watch it an it says open tic tic an doesn't take me there,4
33f93d4a-3c26-4381-927b-fdd8b2afa6da,are you guys serious? Istg I was Thinking Abt making an Edit on my other account than see all of my accounts are GONE and only my account I have on this is fr so Stupid I rather go back to YouTube Than Stand an another Second on this App,1
62f5d9a4-79ad-447b-b4df-60094456cc02,💯,5
caf1fffc-6260-45e8-90ae-2b07dbb7bb9e,I love it,5
0a62f0c4-7ce6-4612-8a8a-26bc59610fee,Can't follow people it won't stay on folling pops up follow again,1
5bb22c94-d85d-40f6-a989-e531c97c9f51,Cool,2
ff73440c-ba0b-4d58-9e42-775dab2f19ff,TikTok banned my account and my son that is 13 plus was using it he took the phone its said it did not meet the requirements I was gonna try and I'm 31 but that method was only able to be used,1
14ce541b-cbef-4575-81ad-5b4ca7555347,🥰,5
2b3c4950-d7ea-4f48-ba41-946364cd10d4,Bad,1
1bb1ae50-438f-4d57-b526-8e7418826199,Good,5
e87a2e01-33d1-4877-9a02-d8ff2e3ef4c7,ZTE Blade A31 Plus,5
4c12c15a-c065-4b45-a0b8-1f06ad8a8faa,Nice,5
5a9f73de-04bd-4d8f-abaf-f5bb82eb954d,Follow Mayne.stream lmao it's lit,5
16ade7af-69a5-4798-b2cd-9ca8ecaf5d18,Perfect app 😄👍🏻,5
4d12abe8-52b1-4d27-b2bd-b100b2a25b9f,I love tiktok so much,5
93e325c5-7556-4925-8494-9600f6868922,Why do i only see videos in a foriegn langauge,1
5994f73a-3450-480b-817c-4dc513c6e44e,Authentication app code,1
e7a8de7c-ac05-4546-b96f-e47ddadca75d,You are the best,5
79e7d812-1315-44e2-a245-f69715f8aa1f,rri good,5
4dbb8e6f-6866-4fd8-bc07-bc0e9b10b92d,Great,5
57f88a7f-0ef7-4f64-abc4-598428dee87a,Nvm I like my fyp,5
c9cfbe15-5594-41c0-9147-e5ba48d39bd9,This is a good app,5
4a70187d-9b38-4c6f-a2ea-34873d7365bf,Maxamuud macalm xasan,5
f9a3cb6a-b316-4f10-8ae2-4104819fb816,"I am always on this app, and it's so amazing, I just love it so much, you can just be yourself, you can make friends, it's just so great, I give it 5 star.",5
b12be734-547e-4df9-96f0-b8118d821990,My daughter got me into Tic Tok. I gotta say it's not bad. Wayyyyyy better than FB! I watch a variety of things on here. I'm not into a lot of social media. I like this one the most. The variety is really good.,5
d5ea8b41-2485-448e-8687-7f8f3d1a3983,VirAl my acountt,1
df0874e7-e1a0-483c-96d7-b5e0afa87c4e,Dear TikTok team very very important please 10k followers give me plzzz,4
c37a7fa7-dc49-44fd-83af-8483edeb25bf,Love this app,5
0fbab1a1-b5f0-41a5-a7e0-f00d5b199576,Great app,5
6644149f-10b1-40d7-8f78-7e2278a013d9,Love my this app,3
485fd5b2-6fe6-4fa0-8f2b-e207f0cba9d8,I hate this app!!!🤬I want this app deleted!! NOW!!!,1
5c27f4d8-5441-42e4-bba4-c6ecc8882d24,Dear tiktok team My account is freezed please unfreeze my account. I can't upload video because I have an urgent work .I went very thank ful to you @abrarsial295,5
01277a8f-270b-48e1-8bb9-f41728c7a0d5,Not working,5
32a43e73-8b9e-43e4-952d-1f6dca47337d,Tha a Best app,5
694d9bb6-7039-40a6-ae03-fd16de05a47f,Odunay ayomide,3
ad02ed81-53e7-488c-a644-6b78950dae8f,So good,5
d73dfddf-b4e3-42b2-bbfa-f76a4f96bae5,Ok,5
33f89c95-c138-42bd-a67c-604365553a4b,Good but my account can't connect to my capcut app,5
d450d46c-b40c-411c-8923-d52749f36e83,Sells yoir persomal information to everyone with an extra penny.,1
9740cf28-bc30-46da-aa7e-6910085a65cf,আল আমিন,5
40a7f10d-0064-4a40-86a7-b108b98fce5a,"Removes your comment automatically if you state a fact. It ""goes against their community guidelines"".",1
ee11f2ac-da04-40dc-a5af-9b1ac28f7025,Ghtya,4
9bf7fd6a-7b19-46b4-b259-4949a40e09e3,"This has always been a fun and addicting app to scroll through, but in the last month, it started freezing/buffering on every.single.video. Even on high-speed internet. So, it's impossible to use anymore. Many people have had the same issue recently, even after clearing all caches/histories, reinstalling, etc. So dont bother downloading it until they run an update to fix it.",1
776267be-e203-411b-8757-b7fef494ce38,"Thank you for producing this app, because this is the best app ever 💘",5
9a15b5c4-67b2-40d7-9ac9-adf4a9411d5f,Good 👍,3
04446d16-3c32-401c-9b73-46e90fcd0ebe,very nice,1
7b25f0c8-150f-4cf7-b812-88ac846e532f,The Newest update 7- 29-24 is a failure NEEDS FIXED!!,3
3302c155-92eb-492c-83c2-b4bb15775e35,تم حظر حسابي دون سبب، فعلا هو أسوأ تطبيق في مواقع التواصل الاجتماعي,1
a107b055-b27e-461b-a3ce-8681a2ba9445,I love it,5
54a5cae3-60b0-4e83-b143-ada6bc04a2b1,"Keeps glitching, I can't exit the app and come back to where I was in my favorites without everything restarting",4
176c15d4-617c-466c-af32-28cf7de81b7c,Djfive,1
00d16692-c015-4ac0-b2e9-e25e53ec5d7b,"I like everything except when it comes to protection. We can get banned for absolutely nothing, for false information you do not review. PLEASE FIX THESE ISSUES!",1
3d4629ab-ffeb-44a5-a8f4-b61a5bf074c4,Abdii kadir mumme,5
c34a5729-a6c7-4e2f-afb4-4e0ddcd4e520,Uasmnu mahm dadra,5
fc8dbe37-e42b-411e-bebb-ca8abb657bbe,Iam very happy,5
c86e54b9-c652-4304-9f2b-7d1c4218823f,"This app went from being free, freedom of speech. Not it's used as a way to spread hate speech id rather not be apart of",1
26258ced-435d-4802-9362-adb9337d08b4,Good app; nice view and mor likes,5
8277ad16-1709-49e4-bd80-79674a23abc3,It's a good app but is not working on my phone why please help me 😔😔,5
43f7cb95-67dd-48ef-ac0a-3222829de53b,Nice,5
bddbb2b8-dd60-45bb-8ac5-bdf666fc0eee,💀💀,2
c2746af9-13b0-42ee-8e60-71df5b2eda66,Faltu apps,2
32487bc9-eb73-43d5-a7f7-af24f3ee668a,Good,5
4e2d5448-ccb5-4a23-a0bd-001292984c99,"I love this app, but I cannot repost videos even though I updated the app",4
48b4d308-6407-4e44-ae00-0faf2dca6ffa,Excellent,5
78e78795-2c83-4396-8b44-d2767c490614,"Over the past month, the app has become very laggy. When I'm on the app, even if my device's internet connection doesn't go bad, it will tell me all of a sudden that there's no internet connection and it doesn't let me repost, add to favourites etc unless I exit and re-enter the app. Additionally, sometimes the screen just goes white and kicks me out of the app, taking me to my phone's home screen even without doing anything. Please fix this issue, as the app has become very frustrating to use.",2
a0e2ced4-0e77-482f-a8bc-cea0c6b3a14d,Good,5
05c262e0-74a7-49e3-82dd-24fa83d72519,So much fun,4
62438130-1ec8-4a45-837d-7945a6ffc06d,"Inappropriate and toxic, especially not Christian!",1
9bbdf4ca-5b2e-4c2b-8289-295099d92c2e,💙,5
99638bd9-9624-4092-9337-83331bb324e7,ZainZainbaba,5
8e0baadc-6603-4fb7-9a06-ae6a3fd58e6f,I like this app,3
9e270baf-968b-4d14-a243-d4d86e2da24f,U guys should try adding peopke to the fyp page,5
d3b436b3-fa3d-4a77-8d67-4fb0daa5a0c7,Posts people send me won't play. I'm done with you.,1
c525bfc7-101d-47ff-8fe4-cff37545f6ba,Malik TikTok 😈,5
ef02d5b0-ac9b-41ae-9b95-7c87de5c7ac0,After the latest update the app will crash anytime I click something. This is the third time I've had to post this review because it keeps disappearing.,1
26af4ade-d5b8-4876-aa69-08e97fe828ac,Nice,5
54dc37bd-fc20-4998-afd5-6568050a67a1,It doesn't let me change my region.,1
0db71b01-0267-4b26-91db-7a48e9d7503f,the app is Soo cool and I like it but I am scared cuz if the glitch happened to me😥,5
b0c51019-5904-4f8f-affa-b6fbe9ddae13,Its so freaking good I like this app,5
fb9e57a6-e628-4204-8a99-0b7e22c32978,"Very interesting how homophobic hate speech is allowed on this app, but calling someone out for it ain't allowed. That's so lovely from the app/it's creators",1
0eef00b0-6878-4d5b-8ab6-1618a39a5799,Relly good of makeing vidoes i relly like this app,5
67870443-5eb4-431d-b06b-f241726836c5,Even,2
84a0f1e8-67b5-4244-adcc-1d714c521e35,This app is something special for me I really appreciate using it I enjoy using it 💢,5
eb8bf1ee-2c0e-4852-a5e5-b9d4d212589f,Haider Play store ID,5
dfd38fad-22b9-45cd-af7f-b7c2d41036fa,It won't stop openibg it self even though I don't have it installed,1
d6d5cd0b-105a-4f27-8581-0a8e6f1c4e77,Too many bullies Kind of fascist too The administrators seem to be extremely abusive as well,1
b78c57d6-2b7c-4754-bdeb-cf23f90c3e2f,Best video media sharing site for AV! - #BT21,5
82132f0d-288d-4d2c-8200-63f8b4096eb1,There is a bug in my tik tok app i don't have a note option i update it many times but fail to have it😕.,2
f1368893-21e5-4b87-ae55-6652ba8a4f88,افشل تطبيق طبونت مو بشي قواعد ديال لخرا,1
a8d61239-509c-4f75-a705-02442c0c8486,"terrible, I have the app, but when someone sends me a video it takes me to the app page to install.",1
ddc5e92e-0296-421d-95ed-a5c535e8101f,Loving the app but it unlogged me for no reason,4
1570dd30-f8b6-4062-ac3f-8f2fd0b237f0,Nic,5
68895ae3-5103-485f-b749-678469ec6bba,Hi dar tiktok mar video ko like nai hot mar kuch help kar plz,5
6fc4680d-885b-4957-8d83-4e7960e4224f,Jcarius.mobley,1
5159a7a7-9a79-4d69-bc23-025267ec5149,My tiktok app glitches and refuses to open. Its frustrating.,1
ead5a826-d6e3-4301-abdc-03397d2110f9,"pls add dark theme on android, i'm tired of not having one of the most basic features and my eyes hurt too",1
dd7e1d55-3920-467c-bdd7-59953cce4b28,I love TikTok!!!!!?,5
b0edcd32-745a-4d0b-93a0-c0be008509aa,خواب,5
e03325fd-1ed5-413f-9143-c45ce0b7ebaa,Totally amazing and easy to operate download... and you won't regret,5
d8de3c95-d889-4354-b85f-57ef7acaaa9f,Very nice App ever...,4
5426ba17-65e9-4e9f-be09-d1abaa6a9693,Sir my new account vril video lovers A i,5
e5ad5f66-ab79-425c-862b-330331113046,It's my watch before bedtime thing I love it makes me smile and gives me aa lot of content,5
9cffccb9-a05d-4ad6-88ad-342b71390b82,Cool tiktok,5
0e9de577-35a0-4881-bdbb-d82a5403fa3f,"I gave 1 star today reason is i dont understand whats happened with tiktok 1al the videos have errors, not eligible not eligible, this is ridiculous",1
f09a7962-f3d5-4c9f-932a-72700a1968b6,ZHANEAR,5
55ed2483-8d9b-4194-8ee1-ac811ef69b64,for you,5
50d9aa8f-988f-4d0a-a6dd-0d15afb7c851,This app is very helpful and entertaining i realy realy like this App crs,5
a11a3bc3-06b0-4a7d-b770-2ea0fcec7aac,Your tiktok wta problem,5
ad532187-87ed-4d78-8983-06b68e7b7e4a,I really love TikTok,5
a2005df9-f200-4842-8b09-9006cc8b04eb,TikTok is a plate form to connect the world .,5
8b682d0e-513a-4cf5-980d-534ebb77ee47,Irfan brand,5
5f11d56d-a866-474f-9bc7-3f18df0a00b2,Nice Tik Tok,5
d004d91d-0cc5-4484-a679-944c6f251d0d,Good App,5
a2aafc9c-9bd6-473a-b0d5-afc18e7fdd7b,Good,5
